"Ensembl.Gene.ID" "Gene.Symbol" "Biotype" "Comparison" "logFC" "FDR"
"ENSG00000196081" "ZNF724" "protein_coding" "Crohn vs Control" 0.340299905611481 1
"ENSG00000236924" "ENSG00000236924" "lncRNA" "Crohn vs Control" 0.546579282887583 1
"ENSG00000105355" "PLIN3" "protein_coding" "Crohn vs Control" 0.220388500232317 1
"ENSG00000241343" "RPL36A" "protein_coding" "Crohn vs Control" 0.296230065510414 1
"ENSG00000132405" "TBC1D14" "protein_coding" "Crohn vs Control" -0.141130664166772 1
"ENSG00000235994" "ENSG00000235994" "lncRNA" "Crohn vs Control" -0.517583080910455 1
"ENSG00000120051" "CFAP58" "protein_coding" "Crohn vs Control" 0.451985781434294 1
"ENSG00000261471" "ENSG00000261471" "lncRNA" "Crohn vs Control" 0.388745453837652 1
"ENSG00000262879" "ENSG00000262879" "lncRNA" "Crohn vs Control" 0.255182888704116 1
"ENSG00000170153" "RNF150" "protein_coding" "Crohn vs Control" -0.35888875427596 1
"ENSG00000162825" "NBPF20" "protein_coding" "Crohn vs Control" -0.242544535052566 1
"ENSG00000181381" "DDX60L" "protein_coding" "Crohn vs Control" 0.174777920267385 1
"ENSG00000131737" "KRT34" "protein_coding" "Crohn vs Control" 0.807392873314991 1
"ENSG00000198843" "SELENOT" "protein_coding" "Crohn vs Control" 0.150285053140655 1
"ENSG00000271133" "ITGB8-AS1" "lncRNA" "Crohn vs Control" -0.272921615247089 1
"ENSG00000254757" "ENSG00000254757" "lncRNA" "Crohn vs Control" -0.618845687783003 1
"ENSG00000286864" "ENSG00000286864" "lncRNA" "Crohn vs Control" 0.807258198981932 1
"ENSG00000213139" "CRYGS" "protein_coding" "Crohn vs Control" 0.23731269428416 1
"ENSG00000171453" "POLR1C" "protein_coding" "Crohn vs Control" 0.192419941403613 1
"ENSG00000227359" "LINC02936" "lncRNA" "Crohn vs Control" -0.281636123235483 1
"ENSG00000255650" "FAM222A-AS1" "lncRNA" "Crohn vs Control" -0.642837089115372 1
"ENSG00000288878" "ENSG00000288878" "lncRNA" "Crohn vs Control" -0.683526075894314 1
"ENSG00000253194" "ENSG00000253194" "lncRNA" "Crohn vs Control" -0.642810671742799 1
"ENSG00000161911" "TREML1" "protein_coding" "Crohn vs Control" 0.386563517794889 1
"ENSG00000229117" "RPL41" "protein_coding" "Crohn vs Control" -0.183387120952181 1
"ENSG00000227589" "TP73-AS3" "lncRNA" "Crohn vs Control" -0.557827525989874 1
"ENSG00000186854" "TRABD2A" "protein_coding" "Crohn vs Control" -0.206351624137656 1
"ENSG00000289327" "ENSG00000289327" "lncRNA" "Crohn vs Control" 0.667431107629685 1
"ENSG00000236761" "CTAGE9" "protein_coding" "Crohn vs Control" 0.421574661692257 1
"ENSG00000123992" "DNPEP" "protein_coding" "Crohn vs Control" -0.143687197377035 1
"ENSG00000218510" "LINC00339" "lncRNA" "Crohn vs Control" -0.249699057792588 1
"ENSG00000168356" "SCN11A" "protein_coding" "Crohn vs Control" 0.386445500298958 1
"ENSG00000142252" "GEMIN7" "protein_coding" "Crohn vs Control" 0.196462509193122 1
"ENSG00000117143" "UAP1" "protein_coding" "Crohn vs Control" -0.160316960215563 1
"ENSG00000177576" "C18orf32" "protein_coding" "Crohn vs Control" -0.251554253219369 1
"ENSG00000117632" "STMN1" "protein_coding" "Crohn vs Control" -0.260359921419379 1
"ENSG00000103647" "CORO2B" "protein_coding" "Crohn vs Control" -0.304578041379596 1
"ENSG00000197223" "C1D" "protein_coding" "Crohn vs Control" -0.180383162551524 1
"ENSG00000159692" "CTBP1" "protein_coding" "Crohn vs Control" -0.160490448293218 1
"ENSG00000163431" "LMOD1" "protein_coding" "Crohn vs Control" -0.289182785345774 1
"ENSG00000148814" "LRRC27" "protein_coding" "Crohn vs Control" 0.2267947198875 1
"ENSG00000113734" "BNIP1" "protein_coding" "Crohn vs Control" -0.219270676367379 1
"ENSG00000167632" "TRAPPC9" "protein_coding" "Crohn vs Control" -0.166186507804421 1
"ENSG00000141985" "SH3GL1" "protein_coding" "Crohn vs Control" 0.174501613598014 1
"ENSG00000203972" "GLYATL3" "protein_coding" "Crohn vs Control" -0.556698187777303 1
"ENSG00000248890" "HHIP-AS1" "lncRNA" "Crohn vs Control" -0.306751640515993 1
"ENSG00000275485" "ENSG00000275485" "lncRNA" "Crohn vs Control" 0.558353257383527 1
"ENSG00000289531" "ENSG00000289531" "lncRNA" "Crohn vs Control" -0.368515041478206 1
"ENSG00000139985" "ADAM21" "protein_coding" "Crohn vs Control" 0.560481405665998 1
"ENSG00000143476" "DTL" "protein_coding" "Crohn vs Control" 0.290494691681872 1
"ENSG00000236754" "ENSG00000236754" "lncRNA" "Crohn vs Control" 0.6778252776404 1
"ENSG00000203667" "COX20" "protein_coding" "Crohn vs Control" -0.15633778129818 1
"ENSG00000056586" "RC3H2" "protein_coding" "Crohn vs Control" 0.147357208914063 1
"ENSG00000071677" "PRLH" "protein_coding" "Crohn vs Control" 0.731777176810615 1
"ENSG00000239388" "ASB14" "protein_coding" "Crohn vs Control" 0.731777176810615 1
"ENSG00000253653" "ENSG00000253653" "lncRNA" "Crohn vs Control" 0.731777176810615 1
"ENSG00000232640" "ENSG00000232640" "lncRNA" "Crohn vs Control" 0.731777176810615 1
"ENSG00000270137" "ENSG00000270137" "lncRNA" "Crohn vs Control" 0.731777176810615 1
"ENSG00000223528" "ENSG00000223528" "lncRNA" "Crohn vs Control" 0.731777176810615 1
"ENSG00000250685" "ENSG00000250685" "lncRNA" "Crohn vs Control" 0.731777176810615 1
"ENSG00000221882" "OR3A2" "protein_coding" "Crohn vs Control" 0.731777176810615 1
"ENSG00000159259" "CHAF1B" "protein_coding" "Crohn vs Control" 0.269134339642889 1
"ENSG00000163497" "FEV" "protein_coding" "Crohn vs Control" -0.36908449920317 1
"ENSG00000186280" "KDM4D" "protein_coding" "Crohn vs Control" 0.382907285055348 1
"ENSG00000138190" "EXOC6" "protein_coding" "Crohn vs Control" 0.180012279602476 1
"ENSG00000119231" "SENP5" "protein_coding" "Crohn vs Control" 0.159138238330253 1
"ENSG00000001036" "FUCA2" "protein_coding" "Crohn vs Control" -0.148831758053445 1
"ENSG00000066923" "STAG3" "protein_coding" "Crohn vs Control" 0.284188873760401 1
"ENSG00000172538" "FAM170B" "protein_coding" "Crohn vs Control" 0.57989406735821 1
"ENSG00000162704" "ARPC5" "protein_coding" "Crohn vs Control" -0.182922717964571 1
"ENSG00000268509" "ENSG00000268509" "lncRNA" "Crohn vs Control" -0.91175619082896 1
"ENSG00000274441" "ENSG00000274441" "lncRNA" "Crohn vs Control" -0.91175619082896 1
"ENSG00000225556" "C2CD4D" "protein_coding" "Crohn vs Control" -0.323634749841024 1
"ENSG00000198755" "RPL10A" "protein_coding" "Crohn vs Control" 0.202181631442402 1
"ENSG00000168243" "GNG4" "protein_coding" "Crohn vs Control" -0.276680369399933 1
"ENSG00000120907" "ADRA1A" "protein_coding" "Crohn vs Control" -0.658015666129611 1
"ENSG00000254854" "NECTIN1-DT" "lncRNA" "Crohn vs Control" -0.409440333873044 1
"ENSG00000101353" "MROH8" "protein_coding" "Crohn vs Control" 0.262924791390895 1
"ENSG00000182220" "ATP6AP2" "protein_coding" "Crohn vs Control" 0.145274964272824 1
"ENSG00000178999" "AURKB" "protein_coding" "Crohn vs Control" -0.283373493284808 1
"ENSG00000277135" "ENSG00000277135" "lncRNA" "Crohn vs Control" 0.47708397825374 1
"ENSG00000100056" "ESS2" "protein_coding" "Crohn vs Control" -0.186987895814789 1
"ENSG00000261804" "ENSG00000261804" "lncRNA" "Crohn vs Control" 0.381491379935154 1
"ENSG00000109205" "ODAM" "protein_coding" "Crohn vs Control" -0.51200543787831 1
"ENSG00000261766" "ENSG00000261766" "lncRNA" "Crohn vs Control" -0.389736651748165 1
"ENSG00000258545" "RHOXF1-AS1" "lncRNA" "Crohn vs Control" -0.372586002800347 1
"ENSG00000183671" "CMKLR2" "protein_coding" "Crohn vs Control" 0.507832415216569 1
"ENSG00000287415" "ENSG00000287415" "lncRNA" "Crohn vs Control" -0.51724884944049 1
"ENSG00000178295" "GEN1" "protein_coding" "Crohn vs Control" -0.156251361905856 1
"ENSG00000040531" "CTNS" "protein_coding" "Crohn vs Control" 0.186729871774098 1
"ENSG00000110435" "PDHX" "protein_coding" "Crohn vs Control" -0.176625256311307 1
"ENSG00000181652" "ATG9B" "protein_coding" "Crohn vs Control" -0.420378770887124 1
"ENSG00000264548" "ENSG00000264548" "lncRNA" "Crohn vs Control" 0.413921332217607 1
"ENSG00000089558" "KCNH4" "protein_coding" "Crohn vs Control" -0.468123830272015 1
"ENSG00000197226" "TBC1D9B" "protein_coding" "Crohn vs Control" -0.151432750987658 1
"ENSG00000242419" "PCDHGC4" "protein_coding" "Crohn vs Control" -0.518953633828758 1
"ENSG00000225195" "ENSG00000225195" "lncRNA" "Crohn vs Control" 0.417564979123932 1
"ENSG00000114098" "ARMC8" "protein_coding" "Crohn vs Control" -0.158515083877417 1
"ENSG00000175063" "UBE2C" "protein_coding" "Crohn vs Control" -0.299228387808815 1
"ENSG00000144741" "SLC25A26" "protein_coding" "Crohn vs Control" -0.201358685905628 1
"ENSG00000004961" "HCCS" "protein_coding" "Crohn vs Control" -0.168913719426281 1
"ENSG00000164621" "SMAD5-AS1" "lncRNA" "Crohn vs Control" -0.5753383810636 1
"ENSG00000048649" "RSF1" "protein_coding" "Crohn vs Control" -0.149901711119228 1
"ENSG00000187522" "HSPA14" "protein_coding" "Crohn vs Control" -0.180296659118413 1
"ENSG00000173702" "MUC13" "protein_coding" "Crohn vs Control" 0.283186358093883 1
"ENSG00000151725" "CENPU" "protein_coding" "Crohn vs Control" 0.274078935232427 1
"ENSG00000143774" "GUK1" "protein_coding" "Crohn vs Control" 0.173222950955955 1
"ENSG00000229980" "TOB1-AS1" "lncRNA" "Crohn vs Control" -0.274317092659583 1
"ENSG00000163157" "TMOD4" "protein_coding" "Crohn vs Control" 0.256875064732711 1
"ENSG00000227124" "ZNF717" "protein_coding" "Crohn vs Control" -0.222275988701383 1
"ENSG00000289985" "ENSG00000289985" "lncRNA" "Crohn vs Control" 0.413609185031787 1
"ENSG00000161551" "ZNF577" "protein_coding" "Crohn vs Control" -0.214008217186146 1
"ENSG00000114738" "MAPKAPK3" "protein_coding" "Crohn vs Control" 0.158284867203882 1
"ENSG00000204531" "POU5F1" "protein_coding" "Crohn vs Control" -0.256159091467951 1
"ENSG00000107518" "ATRNL1" "protein_coding" "Crohn vs Control" -0.422391096121179 1
"ENSG00000175322" "ZNF519" "protein_coding" "Crohn vs Control" -0.294557655426272 1
"ENSG00000277791" "PSMB3" "protein_coding" "Crohn vs Control" 0.150593970644165 1
"ENSG00000144827" "ABHD10" "protein_coding" "Crohn vs Control" 0.187730033380214 1
"ENSG00000103227" "LMF1" "protein_coding" "Crohn vs Control" -0.209749590734813 1
"ENSG00000240682" "ISY1" "protein_coding" "Crohn vs Control" -0.195090371580498 1
"ENSG00000140450" "ARRDC4" "protein_coding" "Crohn vs Control" -0.214557795265367 1
"ENSG00000062725" "APPBP2" "protein_coding" "Crohn vs Control" -0.149604511903411 1
"ENSG00000132842" "AP3B1" "protein_coding" "Crohn vs Control" 0.160148697432135 1
"ENSG00000152464" "RPP38" "protein_coding" "Crohn vs Control" -0.180637894908452 1
"ENSG00000122824" "NUDT10" "protein_coding" "Crohn vs Control" 0.428716248050856 1
"ENSG00000250490" "LINC02145" "lncRNA" "Crohn vs Control" 0.535262952168686 1
"ENSG00000196778" "OR52K1" "protein_coding" "Crohn vs Control" 0.464436528833751 1
"ENSG00000249007" "ENSG00000249007" "lncRNA" "Crohn vs Control" 0.261993533121833 1
"ENSG00000163636" "PSMD6" "protein_coding" "Crohn vs Control" 0.147617447948578 1
"ENSG00000100416" "TRMU" "protein_coding" "Crohn vs Control" 0.173072601176187 1
"ENSG00000198055" "GRK6" "protein_coding" "Crohn vs Control" 0.143996581996182 1
"ENSG00000273007" "ENSG00000273007" "lncRNA" "Crohn vs Control" 0.289385125944874 1
"ENSG00000115289" "PCGF1" "protein_coding" "Crohn vs Control" -0.177430262878964 1
"ENSG00000155959" "VBP1" "protein_coding" "Crohn vs Control" 0.160033118690191 1
"ENSG00000285859" "ENSG00000285859" "lncRNA" "Crohn vs Control" 0.58403828275452 1
"ENSG00000198270" "TMEM116" "protein_coding" "Crohn vs Control" -0.246799065588252 1
"ENSG00000183578" "TNFAIP8L3" "protein_coding" "Crohn vs Control" -0.25167623456599 1
"ENSG00000105388" "CEACAM5" "protein_coding" "Crohn vs Control" 0.31404895016187 1
"ENSG00000273972" "ENSG00000273972" "lncRNA" "Crohn vs Control" -0.262436614202601 1
"ENSG00000141437" "SLC25A52" "protein_coding" "Crohn vs Control" 0.749557357614913 1
"ENSG00000173163" "COMMD1" "protein_coding" "Crohn vs Control" 0.184422750685003 1
"ENSG00000171791" "BCL2" "protein_coding" "Crohn vs Control" 0.179491670406238 1
"ENSG00000042493" "CAPG" "protein_coding" "Crohn vs Control" -0.200460424602316 1
"ENSG00000139990" "DCAF5" "protein_coding" "Crohn vs Control" -0.141060707464812 1
"ENSG00000082213" "C5orf22" "protein_coding" "Crohn vs Control" 0.17223011071003 1
"ENSG00000075336" "TIMM21" "protein_coding" "Crohn vs Control" -0.191820312092317 1
"ENSG00000146425" "DYNLT1" "protein_coding" "Crohn vs Control" 0.161060959261752 1
"ENSG00000196277" "GRM7" "protein_coding" "Crohn vs Control" -0.606841351650633 1
"ENSG00000277851" "LINC02391" "lncRNA" "Crohn vs Control" 0.69728014862717 1
"ENSG00000232023" "LINC01807" "lncRNA" "Crohn vs Control" -0.625774508893589 1
"ENSG00000285870" "ENSG00000285870" "lncRNA" "Crohn vs Control" -0.625774508893589 1
"ENSG00000264569" "DCXR-DT" "lncRNA" "Crohn vs Control" -0.625774508893589 1
"ENSG00000156232" "WHAMM" "protein_coding" "Crohn vs Control" -0.175755347414776 1
"ENSG00000111696" "NT5DC3" "protein_coding" "Crohn vs Control" -0.287873992798433 1
"ENSG00000278390" "ENSG00000278390" "lncRNA" "Crohn vs Control" -0.398530129290835 1
"ENSG00000152147" "GEMIN6" "protein_coding" "Crohn vs Control" 0.214878379431706 1
"ENSG00000178947" "SMIM10L2A" "protein_coding" "Crohn vs Control" 0.347381690752571 1
"ENSG00000076685" "NT5C2" "protein_coding" "Crohn vs Control" -0.180485345678135 1
"ENSG00000048028" "USP28" "protein_coding" "Crohn vs Control" 0.178225990738966 1
"ENSG00000127989" "MTERF1" "protein_coding" "Crohn vs Control" 0.175594271583588 1
"ENSG00000198218" "QRICH1" "protein_coding" "Crohn vs Control" -0.138043696757505 1
"ENSG00000138668" "HNRNPD" "protein_coding" "Crohn vs Control" 0.176857500899209 1
"ENSG00000163832" "ELP6" "protein_coding" "Crohn vs Control" -0.166556805848127 1
"ENSG00000047249" "ATP6V1H" "protein_coding" "Crohn vs Control" -0.167857064272579 1
"ENSG00000145414" "NAF1" "protein_coding" "Crohn vs Control" 0.223904536104176 1
"ENSG00000243978" "RTL9" "protein_coding" "Crohn vs Control" -0.599984943631016 1
"ENSG00000255337" "TMEM123-DT" "lncRNA" "Crohn vs Control" -0.337044365476036 1
"ENSG00000178691" "SUZ12" "protein_coding" "Crohn vs Control" 0.167528577500049 1
"ENSG00000168010" "ATG16L2" "protein_coding" "Crohn vs Control" 0.160795787600348 1
"ENSG00000198729" "PPP1R14C" "protein_coding" "Crohn vs Control" -0.195216008509209 1
"ENSG00000235058" "ZMYND10-AS1" "lncRNA" "Crohn vs Control" -0.702124824427545 1
"ENSG00000287454" "ENSG00000287454" "lncRNA" "Crohn vs Control" -0.702124824427545 1
"ENSG00000287376" "ENSG00000287376" "lncRNA" "Crohn vs Control" -0.702124824427545 1
"ENSG00000277283" "ENSG00000277283" "lncRNA" "Crohn vs Control" 0.260723483983762 1
"ENSG00000268006" "PTOV1-AS1" "lncRNA" "Crohn vs Control" -0.341685061937092 1
"ENSG00000238062" "SPATA3-AS1" "lncRNA" "Crohn vs Control" 0.452238009566667 1
"ENSG00000135409" "AMHR2" "protein_coding" "Crohn vs Control" 0.453996851885816 1
"ENSG00000134333" "LDHA" "protein_coding" "Crohn vs Control" 0.246781385787988 1
"ENSG00000240731" "ENSG00000240731" "lncRNA" "Crohn vs Control" -0.268218307082412 1
"ENSG00000130985" "UBA1" "protein_coding" "Crohn vs Control" -0.18434333813252 1
"ENSG00000247595" "SPTY2D1OS" "protein_coding" "Crohn vs Control" 0.287386732688502 1
"ENSG00000255192" "NANOGP8" "protein_coding" "Crohn vs Control" -0.682534241599057 1
"ENSG00000151414" "NEK7" "protein_coding" "Crohn vs Control" -0.175200805898136 1
"ENSG00000104691" "UBXN8" "protein_coding" "Crohn vs Control" 0.236382223651683 1
"ENSG00000251666" "ZNF346-IT1" "lncRNA" "Crohn vs Control" 0.459046271760275 1
"ENSG00000233927" "RPS28" "protein_coding" "Crohn vs Control" -0.15904200132636 1
"ENSG00000028310" "BRD9" "protein_coding" "Crohn vs Control" -0.148986432036618 1
"ENSG00000204604" "ZNF468" "protein_coding" "Crohn vs Control" 0.1690002358674 1
"ENSG00000182107" "TMEM30B" "protein_coding" "Crohn vs Control" -0.17182221179121 1
"ENSG00000288052" "ENSG00000288052" "lncRNA" "Crohn vs Control" 0.714154601695452 1
"ENSG00000286694" "ENSG00000286694" "lncRNA" "Crohn vs Control" 0.714154601695452 1
"ENSG00000267426" "ENSG00000267426" "protein_coding" "Crohn vs Control" 0.714154601695452 1
"ENSG00000277459" "ENSG00000277459" "lncRNA" "Crohn vs Control" -0.757025642230145 1
"ENSG00000169213" "RAB3B" "protein_coding" "Crohn vs Control" -0.320539932685497 1
"ENSG00000173933" "RBM4" "protein_coding" "Crohn vs Control" 0.202353896610049 1
"ENSG00000251031" "ENSG00000251031" "lncRNA" "Crohn vs Control" -0.414251485209619 1
"ENSG00000119403" "PHF19" "protein_coding" "Crohn vs Control" 0.226612710111618 1
"ENSG00000203685" "STUM" "protein_coding" "Crohn vs Control" 0.332354933523785 1
"ENSG00000278916" "CEP83-DT" "lncRNA" "Crohn vs Control" -0.376358166225633 1
"ENSG00000229388" "TAF12-DT" "lncRNA" "Crohn vs Control" -0.634494706341784 1
"ENSG00000282221" "ENSG00000282221" "lncRNA" "Crohn vs Control" -0.306382747338003 1
"ENSG00000100065" "CARD10" "protein_coding" "Crohn vs Control" -0.184914992607637 1
"ENSG00000204950" "LRRC10B" "protein_coding" "Crohn vs Control" -0.461593339155766 1
"ENSG00000205531" "NAP1L4" "protein_coding" "Crohn vs Control" 0.140386598760249 1
"ENSG00000132823" "OSER1" "protein_coding" "Crohn vs Control" -0.146511865991287 1
"ENSG00000123444" "KBTBD4" "protein_coding" "Crohn vs Control" -0.16533373464543 1
"ENSG00000011132" "APBA3" "protein_coding" "Crohn vs Control" 0.176096884385513 1
"ENSG00000186153" "WWOX" "protein_coding" "Crohn vs Control" -0.216725895955955 1
"ENSG00000126945" "HNRNPH2" "protein_coding" "Crohn vs Control" 0.140188001093591 1
"ENSG00000186648" "CARMIL3" "protein_coding" "Crohn vs Control" -0.266597987810013 1
"ENSG00000274918" "ENSG00000274918" "lncRNA" "Crohn vs Control" 0.429842238614065 1
"ENSG00000286193" "CPLANE1-AS1" "lncRNA" "Crohn vs Control" -0.374221499705956 1
"ENSG00000286593" "ENSG00000286593" "lncRNA" "Crohn vs Control" -0.527129546847623 1
"ENSG00000286292" "ENSG00000286292" "lncRNA" "Crohn vs Control" -0.418126037201196 1
"ENSG00000110536" "PTPMT1" "protein_coding" "Crohn vs Control" 0.261261496192278 1
"ENSG00000248476" "BACH1-IT1" "lncRNA" "Crohn vs Control" 0.371177954350339 1
"ENSG00000160352" "ZNF714" "protein_coding" "Crohn vs Control" -0.263576574720055 1
"ENSG00000215244" "LINC02649" "lncRNA" "Crohn vs Control" 0.313289095415696 1
"ENSG00000289083" "LINC02256" "lncRNA" "Crohn vs Control" -0.365425105910117 1
"ENSG00000276384" "ENSG00000276384" "lncRNA" "Crohn vs Control" 0.553122281908327 1
"ENSG00000127526" "SLC35E1" "protein_coding" "Crohn vs Control" 0.15315191827107 1
"ENSG00000246740" "PLA2G4E-AS1" "lncRNA" "Crohn vs Control" 0.520772795042258 1
"ENSG00000187742" "SECISBP2" "protein_coding" "Crohn vs Control" -0.143445271367073 1
"ENSG00000272948" "ENSG00000272948" "lncRNA" "Crohn vs Control" -0.335612056230959 1
"ENSG00000167553" "TUBA1C" "protein_coding" "Crohn vs Control" -0.190954093056937 1
"ENSG00000100462" "PRMT5" "protein_coding" "Crohn vs Control" 0.168964487307054 1
"ENSG00000232837" "LINC01700" "lncRNA" "Crohn vs Control" 0.372508696665159 1
"ENSG00000163714" "U2SURP" "protein_coding" "Crohn vs Control" 0.150234376651024 1
"ENSG00000104142" "VPS18" "protein_coding" "Crohn vs Control" 0.164829903076632 1
"ENSG00000106049" "HIBADH" "protein_coding" "Crohn vs Control" -0.151537645813087 1
"ENSG00000197980" "LEKR1" "protein_coding" "Crohn vs Control" -0.313139872687296 1
"ENSG00000006194" "ZNF263" "protein_coding" "Crohn vs Control" 0.153437203370993 1
"ENSG00000255421" "ENSG00000255421" "lncRNA" "Crohn vs Control" -0.582027022678388 1
"ENSG00000109814" "UGDH" "protein_coding" "Crohn vs Control" 0.187333976221647 1
"ENSG00000204178" "MACO1" "protein_coding" "Crohn vs Control" -0.146987719426998 1
"ENSG00000131149" "GSE1" "protein_coding" "Crohn vs Control" -0.140487356356271 1
"ENSG00000125962" "ARMCX5" "protein_coding" "Crohn vs Control" 0.216292251813174 1
"ENSG00000113595" "TRIM23" "protein_coding" "Crohn vs Control" -0.20611552389645 1
"ENSG00000131100" "ATP6V1E1" "protein_coding" "Crohn vs Control" -0.149007344411549 1
"ENSG00000104899" "AMH" "protein_coding" "Crohn vs Control" -0.317508433810474 1
"ENSG00000131023" "LATS1" "protein_coding" "Crohn vs Control" 0.149783754012777 1
"ENSG00000197106" "SLC6A17" "protein_coding" "Crohn vs Control" 0.633540680801392 1
"ENSG00000273723" "SUGT1-DT" "lncRNA" "Crohn vs Control" -0.272178858088478 1
"ENSG00000101004" "NINL" "protein_coding" "Crohn vs Control" 0.270468196740078 1
"ENSG00000263612" "ENSG00000263612" "lncRNA" "Crohn vs Control" 0.548339100868105 1
"ENSG00000288871" "ENSG00000288871" "lncRNA" "Crohn vs Control" -0.644182884105548 1
"ENSG00000236662" "ENSG00000236662" "lncRNA" "Crohn vs Control" 0.365462018890652 1
"ENSG00000232046" "LINC01798" "lncRNA" "Crohn vs Control" -0.473723936485417 1
"ENSG00000131379" "C3orf20" "protein_coding" "Crohn vs Control" -0.436726249938605 1
"ENSG00000288899" "ENSG00000288899" "lncRNA" "Crohn vs Control" -0.346918961524891 1
"ENSG00000035928" "RFC1" "protein_coding" "Crohn vs Control" 0.173032628628912 1
"ENSG00000154001" "PPP2R5E" "protein_coding" "Crohn vs Control" -0.152282200263813 1
"ENSG00000288761" "ENSG00000288761" "lncRNA" "Crohn vs Control" -0.53486248983994 1
"ENSG00000196313" "POM121" "protein_coding" "Crohn vs Control" 0.152411423769431 1
"ENSG00000150787" "PTS" "protein_coding" "Crohn vs Control" 0.156067850330647 1
"ENSG00000110429" "FBXO3" "protein_coding" "Crohn vs Control" -0.148089750145197 1
"ENSG00000165283" "STOML2" "protein_coding" "Crohn vs Control" -0.146292969465551 1
"ENSG00000196663" "TECPR2" "protein_coding" "Crohn vs Control" 0.173680249796259 1
"ENSG00000139168" "ZCRB1" "protein_coding" "Crohn vs Control" 0.161725858807846 1
"ENSG00000078142" "PIK3C3" "protein_coding" "Crohn vs Control" -0.159050167396846 1
"ENSG00000274386" "TMEM269" "protein_coding" "Crohn vs Control" 0.464284191312894 1
"ENSG00000239961" "LILRA4" "protein_coding" "Crohn vs Control" -0.450285676467817 1
"ENSG00000071553" "ATP6AP1" "protein_coding" "Crohn vs Control" 0.145819776615321 1
"ENSG00000167196" "FBXO22" "protein_coding" "Crohn vs Control" 0.174478968390788 1
"ENSG00000286733" "LINC02348" "lncRNA" "Crohn vs Control" -0.592253094521569 1
"ENSG00000289502" "ENSG00000289502" "lncRNA" "Crohn vs Control" 0.383629995077785 1
"ENSG00000255529" "POLR2M" "protein_coding" "Crohn vs Control" 0.167528472523394 1
"ENSG00000100281" "HMGXB4" "protein_coding" "Crohn vs Control" 0.168120805015633 1
"ENSG00000235072" "ARNILA" "lncRNA" "Crohn vs Control" -0.377289518176286 1
"ENSG00000180712" "LINC02363" "lncRNA" "Crohn vs Control" -0.261482105069021 1
"ENSG00000234998" "ENSG00000234998" "lncRNA" "Crohn vs Control" -0.536408888728758 1
"ENSG00000172671" "ZFAND4" "protein_coding" "Crohn vs Control" -0.199099483611669 1
"ENSG00000167920" "KRT10-AS1" "lncRNA" "Crohn vs Control" -0.217903626441882 1
"ENSG00000231789" "PIK3CD-AS2" "lncRNA" "Crohn vs Control" 0.439417149769245 1
"ENSG00000136156" "ITM2B" "protein_coding" "Crohn vs Control" -0.210084999370862 1
"ENSG00000129055" "ANAPC13" "protein_coding" "Crohn vs Control" 0.15169286428147 1
"ENSG00000137275" "RIPK1" "protein_coding" "Crohn vs Control" -0.156464565960278 1
"ENSG00000174123" "TLR10" "protein_coding" "Crohn vs Control" -0.331485751407728 1
"ENSG00000289085" "ENSG00000289085" "lncRNA" "Crohn vs Control" 0.511576663928966 1
"ENSG00000249492" "ENSG00000249492" "lncRNA" "Crohn vs Control" 0.446663041667908 1
"ENSG00000168743" "NPNT" "protein_coding" "Crohn vs Control" -0.197743362244943 1
"ENSG00000288049" "ENSG00000288049" "lncRNA" "Crohn vs Control" -0.523787430653918 1
"ENSG00000155265" "GOLGA7B" "protein_coding" "Crohn vs Control" 0.254344683931703 1
"ENSG00000004487" "KDM1A" "protein_coding" "Crohn vs Control" 0.185302117635503 1
"ENSG00000233776" "LINC01251" "lncRNA" "Crohn vs Control" 0.435765803658751 1
"ENSG00000226007" "FAM88F" "lncRNA" "Crohn vs Control" 0.383631766186908 1
"ENSG00000288663" "ENSG00000288663" "lncRNA" "Crohn vs Control" 0.331195370888843 1
"ENSG00000156990" "RPUSD3" "protein_coding" "Crohn vs Control" -0.168569186325016 1
"ENSG00000132952" "USPL1" "protein_coding" "Crohn vs Control" 0.166195406896934 1
"ENSG00000064309" "CDON" "protein_coding" "Crohn vs Control" -0.276699178458214 1
"ENSG00000164327" "RICTOR" "protein_coding" "Crohn vs Control" -0.155770101163692 1
"ENSG00000147854" "UHRF2" "protein_coding" "Crohn vs Control" 0.172856214977321 1
"ENSG00000116254" "CHD5" "protein_coding" "Crohn vs Control" 0.352858788260592 1
"ENSG00000106823" "ECM2" "protein_coding" "Crohn vs Control" 0.367132050706466 1
"ENSG00000272572" "ENSG00000272572" "lncRNA" "Crohn vs Control" -0.323284975259411 1
"ENSG00000279726" "ENSG00000279726" "lncRNA" "Crohn vs Control" 0.62916302817362 1
"ENSG00000231616" "ENSG00000231616" "lncRNA" "Crohn vs Control" 0.62916302817362 1
"ENSG00000131153" "GINS2" "protein_coding" "Crohn vs Control" -0.290969982121546 1
"ENSG00000214922" "HLA-F-AS1" "lncRNA" "Crohn vs Control" 0.309407202794656 1
"ENSG00000237491" "LINC01409" "lncRNA" "Crohn vs Control" -0.265219881252349 1
"ENSG00000147457" "CHMP7" "protein_coding" "Crohn vs Control" -0.1398432894325 1
"ENSG00000242125" "SNHG3" "lncRNA" "Crohn vs Control" 0.209770111935879 1
"ENSG00000115514" "TXNDC9" "protein_coding" "Crohn vs Control" 0.1523979764401 1
"ENSG00000259274" "ENSG00000259274" "lncRNA" "Crohn vs Control" 0.53021743295146 1
